0,100,0.5
1,99,0.51009998
2,98,0.520399667
3,97,0.53089828
4,96,0.541594454
5,95,0.552486188
6,94,0.563570784
7,93,0.574844792
8,92,0.58630394
9,91,0.597943076
10,90,0.609756098
11,89,0.621735887
12,88,0.633874239
13,87,0.646161799
14,86,0.658587987
15,85,0.67114094
16,84,0.68380744
17,83,0.696572862
18,82,0.709421112
19,81,0.722334585
20,80,0.735294118
21,79,0.748278958
22,78,0.761266748
23,77,0.774233509
24,76,0.787153652
25,75,0.8
26,74,0.812743823
27,73,0.825354903
28,72,0.837801609
29,71,0.850051003
30,70,0.862068966
31,69,0.873820343
32,68,0.885269122
33,67,0.89637863
34,66,0.907111756
35,65,0.917431193
36,64,0.927299703
37,63,0.936680405
38,62,0.945537065
39,61,0.953834414
40,60,0.961538462
41,59,0.968616815
42,58,0.975039002
43,57,0.980776775
44,56,0.985804416
45,55,0.99009901
46,54,0.9936407
47,53,0.996412914
48,52,0.998402556
49,51,0.99960016
50,50,1
51,49,0.99960016
52,48,0.998402556
53,47,0.996412914
54,46,0.9936407
55,45,0.99009901
56,44,0.985804416
57,43,0.980776775
58,42,0.975039002
59,41,0.968616815
60,40,0.961538462
61,39,0.953834414
62,38,0.945537065
63,37,0.936680405
64,36,0.927299703
65,35,0.917431193
66,34,0.907111756
67,33,0.89637863
68,32,0.885269122
69,31,0.873820343
70,30,0.862068966
71,29,0.850051003
72,28,0.837801609
73,27,0.825354903
74,26,0.812743823
75,25,0.8
76,24,0.787153652
77,23,0.774233509
78,22,0.761266748
79,21,0.748278958
80,20,0.735294118
81,19,0.722334585
82,18,0.709421112
83,17,0.696572862
84,16,0.68380744
85,15,0.67114094
86,14,0.658587987
87,13,0.646161799
88,12,0.633874239
89,11,0.621735887
90,10,0.609756098
91,9,0.597943076
92,8,0.58630394
93,7,0.574844792
94,6,0.563570784
95,5,0.552486188
96,4,0.541594454
97,3,0.53089828
98,2,0.520399667
99,1,0.51009998
100,0,0.5
